,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
220,220,220,1261333,10/30/2021,545463,1261333_0.csv,15393475,181821,2181852,0.141738756,-0.065682081,1.065682081,0.065682122,0.014994619,0.014994618,-2.157951682,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1261333/000126133321000214/Financial_Report.xlsx,2021-09,275619,0.290504754,0.003807023,76.30759651,"Q3,2021",0.322313205,5.50E-09,-7.428283534,2410503,2170934,0.900614519,239569,548390,239569,958390,239569,0.249970263,0.750029737
221,221,221,1261333,7/30/2021,511844,1261333_0.csv,14444716,170614.6667,2047376,0.141738751,-0.091170381,1.091170381,0.091170338,0.014070442,0.014070442,-1.554657876,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1261333/000126133321000163/Financial_Report.xlsx,2021-06,262372,0.217393862,0.002873841,75.64575646,"Q2,2021",0.24330742,-5.51E-09,-7.151342091,2355687,2143811,0.91005766,211876,825513,211876,942148,211876,0.224886111,0.775113889
222,222,222,1261333,4/29/2021,469078,1261333_0.csv,13237819,156359.3333,1876312,0.141738756,-0.088605635,1.088605635,0.088605656,0.012894818,0.012894817,-1.599658492,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1261333/000126133321000108/Financial_Report.xlsx,2021-03,239119,0.221925335,0.002894568,76.66957933,"Q1,2021",0.245062259,2.77E-09,-7.208093182,2297120,2053883,0.894112193,243237,827346,243237,985814,243237,0.246737214,0.753262786
223,223,223,1261333,1/30/2021,430898,1261333_0.csv,12160344,143632.6667,1723592,0.141738753,,,,0.01184526,0.01184526,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1261333/000126133321000059/Financial_Report.xlsx,2020-12,221896,,,77.95297762,"Q4,2020",,NaN,,2336507,2010770,0.860588049,325737,827411,325737,1022346,325737,0.31861718,0.68138282
224,224,224,1262039,ttm,3342200,1262039_0.csv,550000,1114066.667,13368800,24.30690909,0.132886008,0.867113992,2.46845164,0.077770797,0.000505391,182.9154892,"('-1', 'ttm')",,2021-ttm,1345700,,,77.67379679,"-1,ttm",,18.23017423,,,,,,,,,,,
225,225,225,1262039,12/30/2021,963600,1262039_0.csv,634288,321200,3854400,6.076734859,-0.111162109,1.111162109,0.111162362,0.026489083,0.000617853,-54.66552343,"('Q4', '2021')",,2021-12,367700,5.794657631,0.11094812,52.22853386,"Q4,2021",0.219094212,1.38E-06,-9.433779683,5919100,5120700,0.865114629,798400,833010,781700,1770100,798400,0.451047963,0.548952037
226,226,226,1262039,9/29/2021,867200,1262039_0.csv,570833,289066.6667,3468800,6.076733475,-0.082511099,1.082511099,0.082511547,0.023839075,0.000556042,-73.64746786,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1262039/000126203921000030/Financial_Report.xlsx,2021-09,347100,7.977476442,0.159695766,49.95421375,"Q3,2021",0.315358441,2.52E-06,-9.231925458,5970600,4835000,0.80980136,1135600,653219,1118100,2106100,1135600,0.53919567,0.46080433
227,227,227,1262039,6/29/2021,801100,1262039_0.csv,527323,267033.3333,3204400,6.07673096,-0.127833363,1.127833363,0.12783331,0.022022006,0.00051366,-47.53634605,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1262039/000126203921000022/Financial_Report.xlsx,2021-06,326900,5.469390487,0.102367836,53.4287988,"Q2,2021",0.202150471,-2.84E-07,-8.691342512,5558900,4508700,0.811077731,1050200,352.298,1050200,2037700,1050200,0.515384993,0.484615007
228,228,228,1262039,3/30/2021,710300,1262039_0.csv,467554,236766.6667,2841200,6.076731244,0.050401121,0.949598879,-0.05040107,0.01952594,0.000455439,120.5673824,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1262039/000126203921000014/Financial_Report.xlsx,2021-03,304000,-12.25016119,-0.231579219,52.89836123,"Q1,2021",-0.457310109,3.30E-07,-9.842105798,5282200,4301400,0.814319791,980800,358.006,980800,1967800,980800,0.498424637,0.501575363
229,229,229,1262039,12/30/2020,748000,1262039_0.csv,492370,249333.3333,2992000,6.076730914,,,,0.024791608,0.000503961,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1262039/000126203921000008/Financial_Report.xlsx,2020-12,291400,,,52.83337363,"Q4,2020",,NaN,,4044500,3188500,0.788354556,856000,76.664,856000,856000,856000,1,0
230,230,230,1280058,ttm,927740,1280058_0.csv,45000,309246.6667,3710960,82.46577778,0.064351804,0.935648196,2.742532,0.0215879,4.14E-05,1281.483548,"('-1', 'ttm')",,2021-ttm,186314,,,50.71185379,"-1,ttm",,61.84899849,,,,,,,,,,,
231,231,231,1280058,12/30/2021,247891,1280058_0.csv,48095,82630.33333,991564,20.61677929,-0.072113241,1.072113241,0.072109438,0.006814451,4.68E-05,-285.8945036,"('Q4', '2021')",,2021-12,47366,14.64173107,0.263683262,55.52772269,"Q4,2021",0.153476889,-7.31E-05,-19.52600429,2971617,2254557,0.758697033,717060,73.847,717060,1654543,717060,0.433388555,0.566611445
232,232,232,1280058,9/29/2021,231218,1280058_0.csv,44860,77072.66667,924872,20.61685243,-0.007750197,1.007750197,0.007749303,0.006356115,4.37E-05,-2660.171553,"('Q3', '2021')",,2021-09,44703,129.573913,2.397176078,54.05273072,"Q3,2021",1.395271807,-1.83E-05,-20.53014755,1654944,1258107,0.760211222,396837,60.118,396837,911255,396837,0.43548403,0.56451597
233,233,233,1280058,6/29/2021,229440,1280058_0.csv,44515,76480,917760,20.61687072,-0.046746773,1.046746773,0.046758307,0.006307239,4.34E-05,-441.0330287,"('Q2', '2021')",,2021-06,45452,22.86317907,0.404678086,56.49720077,"Q2,2021",0.235541906,0.000227174,-19.29010079,1903362,1498088,0.787074661,405274,260073,405274,937247,405274,0.432408959,0.567591041
234,234,234,1280058,3/30/2021,219191,1280058_0.csv,42527,73063.66667,876764,20.61664354,0.096515827,0.903484173,-0.096514513,0.006025497,4.14E-05,213.6089394,"('Q1', '2021')",,2021-03,48793,-10.74025974,-0.194522532,55.21344814,"Q1,2021",-0.113222619,3.00E-05,-19.88861951,1684340,1268180,0.752923994,416160,263227,416160,954084,416160,0.436188009,0.563811991
235,235,235,1280058,12/30/2020,242606,1280058_0.csv,47070,80868.66667,970424,20.61661355,,,,0.0080409,4.82E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1280058/000128005821000006/Financial_Report.xlsx,2020-12,50613,,,56.62740604,"Q4,2020",,NaN,,2044734,1618584,0.791586583,426150,249792,426150,944343,426150,0.451266118,0.548733882
236,236,236,1288847,ttm,609591,1288847_0.csv,2000,203197,2438364,1219.182,0.122036874,0.877963126,2.511489121,0.014184782,1.84E-06,9990.275525,"('-1', 'ttm')",,2021-ttm,193929,,,59.93822575,"-1,ttm",,914.3549587,,,,,,,,,,,
237,237,237,1288847,12/30/2021,173599,1288847_0.csv,2278,57866.33333,694396,304.8270413,-0.124938272,1.124938272,0.124870406,0.004772186,2.22E-06,-2439.82118,"('Q4', '2021')",,2021-12,53394,211.0434783,2.706109579,77.98777992,"Q4,2021",0.106530296,-0.018390834,-11.56075137,1192942,981810,0.823015704,211132,452724,211132,979731,211132,0.215499969,0.784500031
238,238,238,1288847,9/29/2021,154328,1288847_0.csv,2025,51442.66667,617312,304.8454321,-0.073700954,1.073700954,0.073347151,0.004242432,1.97E-06,-4136.248093,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000139/Financial_Report.xlsx,2021-09,49712,357.6402878,4.483315526,79.77138474,"Q3,2021",0.17648218,-0.100485186,-11.56538632,1150906,979836,0.85136058,171070,456856,171070,944423,171070,0.181137054,0.818862946
239,239,239,1288847,6/29/2021,143782,1288847_0.csv,1886,47927.33333,575128,304.9459173,-0.042564953,1.042564953,0.042790212,0.003952525,1.84E-06,-7164.248888,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000110/Financial_Report.xlsx,2021-06,46024,597.7142857,7.676351969,77.86436684,"Q2,2021",0.302073969,0.065873062,-11.98607606,1135716,973010,0.856737072,162706,3956300,162706,936294,162706,0.173776613,0.826223387
240,240,240,1288847,3/30/2021,137882,1288847_0.csv,1809,45960.66667,551528,304.8800442,-0.07806913,1.07806913,0.078171795,0.003790336,1.76E-06,-3905.25736,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000069/Financial_Report.xlsx,2021-03,44799,341.9770992,4.511898225,75.79450647,"Q1,2021",0.177587152,0.029031112,-11.41964584,1118749,974543,0.871100667,144206,3971600,144206,926447,144206,0.155654884,0.844345116
241,241,241,1288847,12/30/2020,127885,1288847_0.csv,1678,42628.33333,511540,304.8510131,,,,0.004238603,1.72E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000029/Financial_Report.xlsx,2020-12,37053,,,78.28147254,"Q4,2020",,NaN,,1063742,784578,0.737564184,279164,3539400,279164,922480,279164,0.302623363,0.697376637
242,242,242,1301991,ttm,0,1301991_0.csv,0,0,0,,,,,0,0,,"('-1', 'ttm')",,2021-ttm,0,,,78.11084445,"-1,ttm",,,,,,,,,,,,,
243,243,243,1301991,12/30/2021,0,1301991_0.csv,0,0,0,,,,,0,0,,"('Q4', '2021')",,2021-12,0,,,69.626351,"Q4,2021",,,,83.551,3034,36.31315005,2950,3508300,3097,2950,-2950.449,-1.000152203,2.000152203
244,244,244,1301991,9/29/2021,0,1301991_0.csv,0,0,0,,,,,0,0,,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621011870/Financial_Report.xlsx,2021-09,0,,,69.22317564,"Q3,2021",,,,162.773,3088,18.9712053,2926,3472600,3099,2926,-2925.227,-0.999735817,1.999735817
245,245,245,1301991,6/29/2021,0,1301991_0.csv,0,0,0,,,,,0,0,,"('Q2', '2021')",,2021-06,0,,,69.48853616,"Q2,2021",,,,50.325,2311,45.92151018,2261,2102756,2458,2261,-2260.675,-0.999856258,1.999856258
246,246,246,1301991,3/30/2021,0,1301991_0.csv,0,0,0,,,,,0,0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621004057/Financial_Report.xlsx,2021-03,0,,,70.56507832,"Q1,2021",,,,65.177,2242,34.39863756,2176,2134630,2296,2176,-2176.823,-1.000378217,2.000378217
247,247,247,1301991,12/30/2020,0,1301991_0.csv,0,0,0,,,,,0,0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621000897/Financial_Report.xlsx,2020-12,0,,,69.21501071,"Q4,2020",,NaN,,61.466,2193,35.67826115,2132,2147865,2251,2132,-2131.534,-0.999781426,1.999781426
248,248,248,1321655,ttm,1541889,1321655_0.csv,39034047,513963,6167556,0.158004524,-2.195344743,3.195344743,2.562038686,0.035878743,0.035868112,-0.071972534,"('-1', 'ttm')",,2021-ttm,614512,,,69.75120464,"-1,ttm",,0.01626577,,,,,,,,,,,
249,249,249,1321655,12/30/2021,432867,1321655_0.csv,12215911,144289,1731468,0.141738754,-0.103841461,1.103841461,0.103841426,0.011899388,0.011899387,-1.36495338,"('Q4', '2021')",,2021-12,162593,0.141485488,0.001959374,72.20955173,"Q4,2021",0.165886057,-4.48E-09,-9.647303084,3247450,956420,0.294514157,2291030,2159669,2291030,2291030,2291030,1,0
250,250,250,1321655,9/29/2021,392146,1321655_0.csv,11066726,130715.3333,1568584,0.141738758,-0.043935422,1.043935422,0.043935449,0.010779979,0.010779979,-3.226070276,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521323920/Financial_Report.xlsx,2021-09,153443,0.329447911,0.004596437,71.67463218,"Q3,2021",0.389147198,3.72E-09,-9.792353118,3224327,976271,0.302782875,2248056,2238065,2248056,2248056,2248056,1,0
251,251,251,1321655,6/29/2021,375642,1321655_0.csv,10600968,125214,1502568,0.141738754,-0.100834044,1.100834044,0.100834032,0.010326289,0.010326289,-1.405663684,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000095012321010430/Financial_Report.xlsx,2021-06,162379,0.167224153,0.002293969,72.89730822,"Q2,2021",0.194213827,-1.64E-09,-8.405865193,3075668,1006705,0.327312636,2068963,965781,2068963,2068963,2068963,1,0
252,252,252,1321655,3/30/2021,341234,1321655_0.csv,9629942,113744.6667,1364936,0.141738756,0.07669012,0.92330988,0.059433514,0.009380423,0.009380423,1.848200988,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521159222/Financial_Report.xlsx,2021-03,136097,-0.170150388,-0.002344136,72.58555287,"Q1,2021",-0.198461096,0.018211614,-10.86216145,3014185,1208242,0.400851972,1805943,967506,1805943,2004128,1805943,0.901111606,0.098888394
253,253,253,1321655,12/30/2020,322091,1321655_0.csv,10429805,107363.6667,1288364,0.123527142,,,,0.010675339,0.010675338,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521060650/Financial_Report.xlsx,2020-12,147619,,,71.65585988,"Q4,2020",,NaN,,2690504,1167954,0.434102309,1522550,965933,1522550,1720527,1522550,0.884932349,0.115067651
254,254,254,1327567,ttm,4857500,1327567_0.csv,80000,1619166.667,19430000,242.875,0.077852318,0.922147682,2.688586833,0.113030832,7.35E-05,3119.68874,"('-1', 'ttm')",,2021-ttm,1972500,,,72.33821455,"-1,ttm",,182.1561859,,,,,,,,,,,
255,255,255,1327567,1/30/2022,1316900,1327567_0.csv,86754,438966.6667,5267600,60.71881412,-0.055722543,1.055722543,0.055715889,0.030643397,7.97E-05,-1089.663365,"('Q4', '2021')",,2021-12,528800,115.4837301,1.796335694,64.28850156,"Q4,2021",0.355013988,-0.000382718,-9.435644006,10400500,10282700,0.988673621,117800,967923,117800,117800,117800,1,0
256,256,256,1327567,10/30/2021,1247400,1327567_0.csv,82175,415800,4989600,60.71919684,-0.023044171,1.023044171,0.02304601,0.034290662,8.00E-05,-2634.90479,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000040/Financial_Report.xlsx,2021-09,505900,273.3117234,4.387618414,62.2915891,"Q3,2021",0.867129734,0.000109141,-9.640657772,10426400,9907500,0.950232103,518900,882334,518900,518900,518900,1,0
257,257,257,1327567,7/30/2021,1219300,1327567_0.csv,80324,406433.3333,4877200,60.71908769,-0.135401795,1.135401795,0.135394357,0.033518202,7.82E-05,-448.4363565,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/Financial_Report.xlsx,2021-06,489800,51.13268608,0.801995369,63.75683461,"Q2,2021",0.15849949,-0.000397781,-8.770052795,10241600,9478000,0.925441337,763600,78413000,763600,2431700,763600,0.314018999,0.685981001
258,258,258,1327567,4/29/2021,1073900,1327567_0.csv,70745,357966.6667,4295600,60.71948548,-0.056053142,1.056053142,0.056052709,0.029521198,6.89E-05,-1083.248557,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000014/Financial_Report.xlsx,2021-03,448000,119.3075899,1.829999091,65.19543669,"Q1,2021",0.361662964,-2.49E-05,-9.079460563,9562100,8564900,0.895713285,997200,78431000,997200,4187800,997200,0.238120254,0.761879746
259,259,259,1327567,1/30/2021,1016900,1327567_0.csv,66990,338966.6667,4067600,60.71951037,,,,0.027954285,6.53E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000004/Financial_Report.xlsx,2020-12,427400,,,66.24234383,"Q4,2020",,NaN,,9488400,8289900,0.873687872,1198500,82718000,1198500,2827600,1198500,0.423857688,0.576142312
260,260,260,1327811,ttm,5138798,1327811_0.csv,130092429,1712932.667,20555192,0.158004522,-2.734208996,3.734208996,2.734208922,0.119576451,0.119541021,-0.057788019,"('-1', 'ttm')",,2021-ttm,1461921,,,68.31084948,"-1,ttm",,-3.12E-09,,,,,,,,,,,
261,261,261,1327811,1/30/2022,1376141,1327811_0.csv,34838015,458713.6667,5504564,0.158004525,0.069909892,0.930090108,0.03682616,0.032021896,0.032012408,2.260116847,"('Q4', '2021')",,2021-12,410947,-0.156934637,-0.001975652,79.43433667,"Q4,2021",-0.150045252,0.016265773,-14.40164448,10498505,5963423,0.568025924,4535082,84245000,4535082,5152436,4535082,0.880182112,0.119817888
262,262,262,1327811,10/30/2021,1327263,1327811_0.csv,37456602,442421,5309052,0.141738751,-0.053081619,1.053081619,0.053081617,0.036486073,0.036486072,-2.670204023,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000174/Financial_Report.xlsx,2021-09,366323,0.19402321,0.002459031,78.90231142,"Q3,2021",0.208188436,-1.97E-10,-13.76229173,9440883,5225067,0.553451091,4215816,69299000,4215816,4851810,4215816,0.868916136,0.131083864
263,263,263,1327811,7/30/2021,1260361,1327811_0.csv,35568565,420120.3333,5041444,0.141738752,-0.072617539,1.072617539,0.072617535,0.034646957,0.034646956,-1.951852872,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000133/Financial_Report.xlsx,2021-06,358157,0.148734072,0.001878899,79.16023166,"Q2,2021",0.159072847,-4.97E-10,-13.12310518,9113845,5245855,0.575591861,3867990,19.935,3867990,4522623,3867990,0.855253688,0.144746312
264,264,264,1327811,4/29/2021,1175033,1327811_0.csv,33160529,391677.6667,4700132,0.141738752,-0.038304853,1.038304853,0.038304862,0.032301315,0.032301314,-3.7002818,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000054/Financial_Report.xlsx,2021-03,326494,0.26688541,0.003404933,78.38199013,"Q1,2021",0.288271155,1.23E-09,-13.8646837,8624007,5218566,0.605120798,3405441,19.935,3405441,4078714,3405441,0.834930078,0.165069922
265,265,265,1327811,1/30/2021,1131684,1327811_0.csv,31937180,377228,4526736,0.141738751,,,,0.031109663,0.031109663,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/Financial_Report.xlsx,2020-12,335249,,,81.09913601,"Q4,2020",,NaN,,8718411,5440577,0.624033095,3277834,19.935,3277834,3969747,3277834,0.825703502,0.174296498
266,266,266,1337619,ttm,1186517,1337619_0.csv,30037545,395505.6667,4746068,0.158004524,-2.33010366,3.33010366,2.712262336,0.027609471,0.02760129,-0.067810084,"('-1', 'ttm')",,2021-ttm,0,,,81.01140307,"-1,ttm",,0.016265768,,,,,,,,,,,
267,267,267,1337619,12/30/2021,319621,1337619_0.csv,9020003,106540.3333,1278484,0.141738756,-0.054670376,1.054670376,0.054670305,0.008786288,0.008786288,-2.592606202,"('Q4', '2021')",,2021-12,0,0,,,"Q4,2021",,-9.50E-09,#NAME?,2241182,1281640,0.571858957,959542,19.935,957089,1805951,959542,0.531322278,0.468677722
268,268,268,1337619,9/29/2021,303053,1337619_0.csv,8552438,101017.6667,1212212,0.141738765,-0.049577736,1.049577736,0.049577818,0.008330839,0.008330838,-2.85891968,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021022327/Financial_Report.xlsx,2021-09,0,0,,,"Q3,2021",,1.11E-08,#NAME?,2217345,1270270,0.572878826,947075,1018326,944435,1792068,947075,0.52848162,0.47151838
269,269,269,1337619,6/29/2021,288738,1337619_0.csv,8148456,96246,1154952,0.141738754,-0.049555625,1.049555625,0.049555624,0.007937323,0.007937323,-2.86019504,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021016073/Financial_Report.xlsx,2021-06,0,0,,,"Q2,2021",,-1.59E-10,#NAME?,2170696,1253230,0.577340171,917466,1020628,917117,1763528,917466,0.520244646,0.479755354
270,270,270,1337619,3/30/2021,275105,1337619_0.csv,7763720,91701.66667,1100420,0.141738754,0.091204499,0.908795501,0.04277933,0.007562556,0.007562556,1.554076333,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021009523/Financial_Report.xlsx,2021-03,0,0,,,"Q1,2021",,0.01821162,#NAME?,2142988,1229259,0.573619171,913729,63480,914141,1759336,913729,0.519360145,0.480639855
271,271,271,1337619,12/30/2020,263819,1337619_0.csv,8542868,87939.66667,1055276,0.123527134,,,,0.00874398,0.00874398,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021003457/Financial_Report.xlsx,2020-12,0,,,,"Q4,2020",,NaN,,2144290,1168472,0.544922562,975818,65008,976337,1732840,975818,0.563132199,0.436867801
272,272,272,1341439,ttm,41827000,1341439_0.csv,275000,13942333.33,167308000,608.3927273,0.005349412,0.994650588,2.978597926,0.973286795,0.000252696,113730.7727,"('-1', 'ttm')",,2022-ttm,7888000,,,70.69545922,"-1,ttm",,456.2943762,,,,,,,,,,,
273,273,273,1341439,2/27/2022,10513000,1341439_0.csv,276479,3504333.333,42052000,152.0983511,-0.014769411,1.014769411,0.01476834,0.244630599,0.000254055,-10298.19986,"('Q1', '2022')",,2022-03,2004000,498.0119284,7.109428494,70.04950241,"Q1,2022",0.560907737,-0.000160631,-20.67862088,108644000,116855000,1.075577114,8211000,67964,8696000,63469000,-8211000,-0.129370244,1.129370244
274,274,274,1341439,11/29/2021,10360000,1341439_0.csv,272455,3453333.333,41440000,152.0985117,-0.064967909,1.064967909,0.064967105,0.28479338,0.000265395,-2341.132943,"('Q4', '2021')",https://www.sec.gov/Archives/edgar/data/1341439/000156459021060022/Financial_Report.xlsx,2021-12,1954000,117.5621202,1.662286375,70.72314494,"Q4,2021",0.131148137,-0.000114772,-19.91400749,106897000,116555000,1.090348653,9658000,-,10101000,63332000,-9658000,-0.152497947,1.152497947
275,275,275,1341439,8/30/2021,9728000,1341439_0.csv,255834,3242666.667,38912000,152.0986265,0.133518032,0.866481968,-0.133517413,0.267419885,0.000249205,1139.161688,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1341439/000156459021047772/Financial_Report.xlsx,2021-09,1854000,-47.02957739,-0.660438365,71.20963878,"Q3,2021",-0.052106061,0.000108557,-24.22223951,122924000,124054000,1.009192672,1130000,500,1541000,74429000,-1130000,-0.015182254,1.015182254
